,gender,n_credits
8318,Male,18
8319,Female,6
8320,Male,14
8321,Male,0
8322,Male,0
8323,Female,0
8324,Female,0
8325,Male,11
8326,Female,0
8327,Male,0
8328,Female,1
8329,Male,3
8330,Male,0
8331,Female,0
8332,Male,0
8333,Not Specified,1
8334,Not Specified,0
8335,Female,0
8336,Male,0
8337,Male,1
8338,Male,0
8339,Male,19
8340,Male,0
8341,Male,13
8342,Male,11
8343,Female,7
8344,Male,10
8345,Male,3
8346,Male,18
8347,Male,0
8348,Not Specified,1
8349,Female,6
8350,Not Specified,0
8351,Male,2
8352,Male,3
8353,Female,2
8354,Male,0
8355,Male,0
8356,Male,31
8357,Male,0
8358,Male,111
8359,Male,6
8360,Female,23
8361,Male,124
8362,Male,57
8363,Male,150
8364,Male,8
8365,Male,84
8366,Male,1
8367,Not Specified,0
8368,Male,4
8369,Female,0
8370,Male,7
8371,Male,1
8372,Male,0
8373,Male,0
8374,Male,3
8375,Female,68
8376,Female,56
8377,Female,59
8378,Male,128
8379,Female,26
8380,Male,23
8381,Male,23
8382,Female,24
8383,Male,3
8384,Not Specified,0
8385,Not Specified,0
8386,Male,14
8387,Not Specified,0
8388,Not Specified,0
8389,Male,183
8390,Male,17
8391,Female,3
8392,Male,32
8393,Male,11
8394,Female,19
8395,Not Specified,1
8396,Not Specified,1
8397,Not Specified,1
8398,Male,3
8399,Not Specified,0
8400,Not Specified,1
8401,Male,3
8402,Female,22
8403,Male,7
8404,Male,17
8405,Male,7
8406,Male,11
8407,Female,18
8408,Male,49
8409,Female,11
8410,Male,24
8411,Female,0
8412,Male,7
8413,Male,1
8414,Female,10
8415,Male,1
8416,Male,0
8417,Male,19
8418,Male,0
8419,Female,0
8420,Female,1
8421,Male,0
8422,Male,42
8423,Male,20
8424,Female,31
8425,Female,8
8426,Not Specified,2
8427,Not Specified,0
8428,Male,1
8429,Male,7
8430,Not Specified,0
8431,Not Specified,0
8432,Not Specified,0
8433,Female,8
8434,Female,0
8435,Female,0
8436,Female,63
8437,Male,107
8438,Male,18
8439,Male,55
8440,Male,41
8441,Female,47
8442,Female,32
8443,Female,12
8444,Female,78
8445,Male,39
8446,Female,22
8447,Male,33
8448,Male,22
8449,Male,9
8450,Male,122
8451,Not Specified,1
8452,Male,35
8453,Male,123
8454,Male,49
8455,Female,52
8456,Male,13
8457,Male,20
8458,Male,23
8459,Male,41
8460,Male,27
8461,Male,12
8462,Male,16
8463,Female,12
8464,Male,3
8465,Male,6
8466,Not Specified,1
8467,Male,3
8468,Female,9
8469,Male,34
8470,Female,12
8471,Not Specified,2
8472,Male,71
8473,Male,9
8474,Male,10
8475,Male,32
8476,Female,32
8477,Female,10
8478,Male,44
8479,Male,12
8480,Female,3
8481,Not Specified,2
8482,Not Specified,0
8483,Male,13
8484,Male,0
8485,Female,2
8486,Female,0
8487,Female,7
8488,Female,6
8489,Male,7
8490,Not Specified,0
8491,Male,8
8492,Male,0
8493,Female,0
8494,Female,0
8495,Male,0
8496,Male,8
8497,Male,0
8498,Male,1
8499,Male,6
8500,Not Specified,0
8501,Not Specified,6
8502,Male,4
8503,Female,0
8504,Not Specified,0
8505,Male,0
8506,Female,16
8507,Not Specified,0
8508,Male,13
8509,Male,0
8510,Male,9
8511,Female,14
8512,Male,0
8513,Male,18
8514,Male,0
8515,Male,12
8516,Not Specified,1
8517,Male,1
8518,Male,6
8519,Male,4
8520,Not Specified,0
8521,Female,0
8522,Male,2
8523,Male,1
8524,Not Specified,0
8525,Not Specified,0
8526,Not Specified,1
8527,Not Specified,4
8528,Male,0
8529,Male,0
8530,Not Specified,0
8531,Male,0
8532,Not Specified,0
8533,Not Specified,0
8534,Not Specified,0
8535,Male,0
8536,Not Specified,0
8537,Not Specified,0
8538,Male,0
8539,Male,9
8540,Male,0
8541,Not Specified,0
8542,Male,0
8543,Not Specified,0
8544,Not Specified,0
8545,Not Specified,2
8546,Not Specified,0
8547,Not Specified,0
8548,Male,1
8549,Male,8
8550,Male,0
8551,Not Specified,0
8552,Not Specified,0
8553,Female,0
8554,Not Specified,0
8555,Male,12
8556,Not Specified,0
8557,Not Specified,0
8558,Not Specified,0
8559,Not Specified,0
8560,Male,1
8561,Male,5
8562,Male,49
8563,Not Specified,0
8564,Not Specified,1
8565,Male,19
8566,Male,3
8567,Male,0
8568,Not Specified,0
8569,Male,21
8570,Not Specified,0
8571,Male,70
8572,Male,30
8573,Not Specified,0
8574,Male,0
8575,Not Specified,0
8576,Not Specified,1
8577,Female,1
8578,Not Specified,2
8579,Not Specified,0
8580,Male,9
8581,Male,3
8582,Not Specified,0
8583,Not Specified,1
8584,Male,0
8585,Not Specified,0
8586,Male,0
8587,Male,0
8588,Female,0
8589,Female,0
8590,Male,2
8591,Female,1
8592,Male,9
8593,Not Specified,0
8594,Not Specified,0
8595,Female,0
8596,Female,0
8597,Not Specified,0
8598,Male,10
8599,Not Specified,0
8600,Male,3
8601,Male,0
8602,Male,2
8603,Male,19
8604,Female,136
8605,Male,43
8606,Female,38
8607,Male,1
8608,Male,39
8609,Male,15
8610,Male,5
8611,Female,33
8612,Male,3
8613,Female,50
8614,Female,20
8615,Male,3
8616,Male,0
8617,Male,0
8618,Male,21
8619,Not Specified,0
8620,Male,0
8621,Male,0
8622,Male,0
8623,Male,1
8624,Male,0
8625,Male,0
8626,Not Specified,0
8627,Male,1
8628,Male,0
8629,Male,0
8630,Not Specified,0
8631,Female,46
8632,Not Specified,0
8633,Male,122
8634,Male,36
8635,Male,1
8636,Female,142
8637,Male,24
8638,Male,67
8639,Male,41
8640,Male,15
8641,Not Specified,0
8642,Male,5
8643,Male,4
8644,Male,8
8645,Not Specified,0
8646,Male,27
8647,Male,5
8648,Male,18
8649,Male,8
8650,Male,2
8651,Male,0
8652,Male,0
8653,Female,0
8654,Not Specified,0
8655,Male,0
8656,Male,2
8657,Not Specified,0
8658,Not Specified,1
8659,Male,6
8660,Female,0
8661,Male,5
8662,Female,29
8663,Male,132
8664,Female,31
8665,Male,23
8666,Male,83
8667,Male,26
8668,Male,33
8669,Male,46
8670,Male,30
8671,Male,15
8672,Male,4
8673,Not Specified,1
8674,Male,0
8675,Male,50
8676,Male,16
8677,Male,78
8678,Male,13
8679,Male,1
8680,Male,0
8681,Male,1
8682,Male,0
8683,Male,1
8684,Male,0
8685,Not Specified,1
8686,Male,0
8687,Not Specified,0
8688,Male,7
8689,Male,93
8690,Male,81
8691,Female,8
8692,Male,52
8693,Male,0
8694,Not Specified,0
8695,Not Specified,0
8696,Male,0
8697,Not Specified,0
8698,Male,12
8699,Not Specified,0
8700,Not Specified,0
8701,Not Specified,0
8702,Not Specified,0
8703,Not Specified,0
8704,Male,118
8705,Not Specified,0
8706,Not Specified,0
8707,Not Specified,0
8708,Male,0
8709,Male,5
8710,Not Specified,0
8711,Not Specified,0
8712,Not Specified,0
8713,Not Specified,0
8714,Not Specified,0
8715,Male,5
8716,Not Specified,0
8717,Not Specified,0
8718,Not Specified,0
8719,Not Specified,2
8720,Not Specified,0
8721,Not Specified,0
8722,Not Specified,0
8723,Not Specified,0
8724,Not Specified,0
8725,Not Specified,0
8726,Not Specified,0
8727,Not Specified,0
8728,Not Specified,0
8729,Not Specified,0
8730,Not Specified,0
8731,Not Specified,0
8732,Not Specified,0
8733,Not Specified,0
8734,Not Specified,0
8735,Not Specified,0
8736,Not Specified,0
8737,Male,107
8738,Male,117
8739,Female,60
8740,Male,103
8741,Male,4
8742,Female,31
8743,Female,88
8744,Not Specified,4
8745,Male,39
8746,Female,34
8747,Male,17
8748,Male,26
8749,Male,23
8750,Male,39
8751,Male,28
8752,Male,54
8753,Male,13
8754,Male,10
8755,Female,2
8756,Not Specified,11
8757,Male,87
8758,Male,2
8759,Male,1
8760,Not Specified,1
8761,Male,35
8762,Male,0
8763,Not Specified,0
8764,Not Specified,0
8765,Not Specified,0
8766,Male,0
8767,Not Specified,0
8768,Male,0
8769,Not Specified,0
8770,Male,5
8771,Male,96
8772,Female,44
8773,Male,50
8774,Female,46
8775,Female,43
8776,Male,65
8777,Male,52
8778,Male,1
8779,Not Specified,0
8780,Male,0
8781,Male,0
8782,Male,1
8783,Female,0
8784,Male,0
8785,Male,13
8786,Not Specified,0
8787,Female,0
8788,Male,0
8789,Male,0
8790,Male,0
8791,Male,73
8792,Female,40
8793,Female,83
8794,Female,90
8795,Male,65
8796,Male,183
8797,Male,14
8798,Male,1
8799,Male,1
8800,Male,0
8801,Female,0
8802,Female,0
8803,Not Specified,0
8804,Male,73
8805,Male,75
8806,Male,38
8807,Female,86
8808,Female,43
8809,Female,17
8810,Male,6
8811,Male,5
8812,Male,23
8813,Male,13
8814,Not Specified,1
8815,Female,44
8816,Male,29
8817,Male,0
8818,Male,3
8819,Not Specified,1
8820,Male,2
8821,Not Specified,1
8822,Male,0
8823,Male,0
8824,Not Specified,0
8825,Not Specified,0
8826,Not Specified,0
8827,Not Specified,0
8828,Female,76
8829,Male,25
8830,Male,88
8831,Male,9
8832,Female,15
8833,Male,13
8834,Male,110
8835,Male,0
8836,Male,2
8837,Female,0
8838,Not Specified,0
8839,Male,0
8840,Male,2
8841,Not Specified,0
8842,Male,0
8843,Male,0
8844,Not Specified,0
8845,Male,0
8846,Male,0
8847,Female,58
8848,Female,42
8849,Female,64
8850,Male,32
8851,Male,7
8852,Female,2
8853,Male,44
8854,Male,32
8855,Male,3
8856,Not Specified,0
8857,Not Specified,0
8858,Male,0
8859,Male,0
8860,Male,0
8861,Male,37
8862,Male,17
8863,Female,13
8864,Male,45
8865,Male,73
8866,Female,2
8867,Not Specified,14
8868,Male,12
8869,Male,13
8870,Male,12
8871,Male,27
8872,Male,10
8873,Male,48
8874,Male,0
8875,Male,0
8876,Male,4
8877,Male,3
8878,Male,77
8879,Male,1
8880,Not Specified,0
8881,Male,0
8882,Male,12
8883,Male,7
8884,Male,4
8885,Male,4
8886,Male,81
8887,Male,50
8888,Male,0
8889,Male,13
8890,Male,26
8891,Female,59
8892,Male,38
8893,Male,20
8894,Male,91
8895,Female,33
8896,Male,40
8897,Female,19
8898,Female,61
8899,Male,25
8900,Male,75
8901,Male,0
8902,Female,3
8903,Male,0
8904,Male,10
8905,Not Specified,0
8906,Not Specified,0
8907,Female,21
8908,Female,0
8909,Male,2
8910,Male,0
8911,Male,7
8912,Female,96
8913,Male,66
8914,Female,19
8915,Not Specified,0
8916,Female,15
8917,Male,42
8918,Male,27
8919,Female,15
8920,Female,9
8921,Male,0
8922,Male,0
8923,Not Specified,0
8924,Male,67
8925,Female,64
8926,Male,109
8927,Female,35
8928,Female,3
8929,Male,20
8930,Male,67
8931,Male,52
8932,Male,20
8933,Male,17
8934,Male,0
8935,Female,20
8936,Male,5
8937,Female,58
8938,Male,93
8939,Female,65
8940,Male,13
8941,Male,24
8942,Female,5
8943,Female,49
8944,Male,92
8945,Male,76
8946,Male,123
8947,Male,1
8948,Female,70
8949,Female,37
8950,Male,65
8951,Female,1
8952,Male,2
8953,Male,4
8954,Male,0
8955,Not Specified,3
8956,Not Specified,1
8957,Male,1
8958,Not Specified,0
8959,Not Specified,1
8960,Female,2
8961,Not Specified,1
8962,Not Specified,0
8963,Not Specified,0
8964,Not Specified,0
8965,Male,0
8966,Not Specified,0
8967,Male,3
8968,Male,0
8969,Male,0
8970,Male,0
8971,Male,0
8972,Male,14
8973,Not Specified,0
8974,Male,0
8975,Male,2
8976,Male,26
8977,Female,1
8978,Not Specified,2
8979,Not Specified,4
8980,Female,6
8981,Male,13
8982,Not Specified,7
8983,Male,4
8984,Female,0
8985,Not Specified,0
8986,Not Specified,0
8987,Male,1
8988,Male,0
8989,Not Specified,0
8990,Male,3
8991,Male,8
8992,Male,65
8993,Male,11
8994,Male,190
8995,Male,15
8996,Male,7
8997,Not Specified,1
8998,Not Specified,2
8999,Male,2
9000,Female,11
9001,Male,3
9002,Not Specified,0
9003,Male,0
9004,Male,0
9005,Not Specified,0
9006,Not Specified,0
9007,Male,0
9008,Female,70
9009,Female,27
9010,Male,58
9011,Male,23
9012,Male,23
9013,Female,7
